group_id,group_name,horizon_range,horizon_cap,features,level_change_selection_note,selected_order,selected_seasonal_order,selected_by,selection_aic,selection_bic,group_origin_n,group_overall_metric_n,previous_nested_origin_n,origin_drop_from_previous_nested_group,sample_size_note,model,horizon,n,rmse,mae
B,A + inflation expectations,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,227.981447,247.134836,86,86,86,0,,sarima,overall,86,0.600631,0.425571
B,A + inflation expectations,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,227.981447,247.134836,86,86,86,0,,sarima,1,86,0.600631,0.425571
B,A + inflation expectations,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,227.981447,247.134836,86,86,86,0,,sarimax,overall,86,0.611241,0.43774
B,A + inflation expectations,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,227.981447,247.134836,86,86,86,0,,sarimax,1,86,0.611241,0.43774
B,A + inflation expectations,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,227.981447,247.134836,86,86,86,0,,seasonal_naive,overall,86,1.67797,1.255892
B,A + inflation expectations,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,227.981447,247.134836,86,86,86,0,,seasonal_naive,1,86,1.67797,1.255892
C,B + producer/commodity prices,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,208.432817,231.968901,73,73,86,13,,rba,overall,73,0.698306,0.519224
C,B + producer/commodity prices,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,208.432817,231.968901,73,73,86,13,,rba,1,73,0.698306,0.519224
C,B + producer/commodity prices,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,208.432817,231.968901,73,73,86,13,,sarima,overall,73,0.603535,0.427875
C,B + producer/commodity prices,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,208.432817,231.968901,73,73,86,13,,sarima,1,73,0.603535,0.427875
C,B + producer/commodity prices,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,208.432817,231.968901,73,73,86,13,,sarimax,overall,73,0.715432,0.51611
C,B + producer/commodity prices,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,208.432817,231.968901,73,73,86,13,,sarimax,1,73,0.715432,0.51611
C,B + producer/commodity prices,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,208.432817,231.968901,73,73,86,13,,seasonal_naive,overall,73,1.795189,1.378411
C,B + producer/commodity prices,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,208.432817,231.968901,73,73,86,13,,seasonal_naive,1,73,1.795189,1.378411
D,full core,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(1, 0, 1, 4)",aic,206.130994,231.563942,66,66,73,7,,rba,overall,66,0.697663,0.507698
D,full core,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(1, 0, 1, 4)",aic,206.130994,231.563942,66,66,73,7,,rba,1,66,0.697663,0.507698
D,full core,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(1, 0, 1, 4)",aic,206.130994,231.563942,66,66,73,7,,sarima,overall,66,0.592226,0.4123
D,full core,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(1, 0, 1, 4)",aic,206.130994,231.563942,66,66,73,7,,sarima,1,66,0.592226,0.4123
D,full core,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(1, 0, 1, 4)",aic,206.130994,231.563942,66,66,73,7,,sarimax,overall,66,0.905097,0.678292
D,full core,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(1, 0, 1, 4)",aic,206.130994,231.563942,66,66,73,7,,sarimax,1,66,0.905097,0.678292
D,full core,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(1, 0, 1, 4)",aic,206.130994,231.563942,66,66,73,7,,seasonal_naive,overall,66,1.777579,1.340001
D,full core,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(1, 0, 1, 4)",aic,206.130994,231.563942,66,66,73,7,,seasonal_naive,1,66,1.777579,1.340001
E,full core + extended,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,129.866972,156.196544,28,28,66,38,Sharp nested origin sample drop from n=66 to n=28; compare this group over its own window.,rba,overall,28,0.896898,0.639174
E,full core + extended,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,129.866972,156.196544,28,28,66,38,Sharp nested origin sample drop from n=66 to n=28; compare this group over its own window.,rba,1,28,0.896898,0.639174
E,full core + extended,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,129.866972,156.196544,28,28,66,38,Sharp nested origin sample drop from n=66 to n=28; compare this group over its own window.,sarima,overall,28,0.79996,0.569025
E,full core + extended,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,129.866972,156.196544,28,28,66,38,Sharp nested origin sample drop from n=66 to n=28; compare this group over its own window.,sarima,1,28,0.79996,0.569025
E,full core + extended,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,129.866972,156.196544,28,28,66,38,Sharp nested origin sample drop from n=66 to n=28; compare this group over its own window.,sarimax,overall,28,1.239294,1.036375
E,full core + extended,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,129.866972,156.196544,28,28,66,38,Sharp nested origin sample drop from n=66 to n=28; compare this group over its own window.,sarimax,1,28,1.239294,1.036375
E,full core + extended,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,129.866972,156.196544,28,28,66,38,Sharp nested origin sample drop from n=66 to n=28; compare this group over its own window.,seasonal_naive,overall,28,2.301994,1.870934
E,full core + extended,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(0, 0, 1, 4)",aic,129.866972,156.196544,28,28,66,38,Sharp nested origin sample drop from n=66 to n=28; compare this group over its own window.,seasonal_naive,1,28,2.301994,1.870934
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,rba,overall,340,1.185556,0.801063
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,rba,1,85,0.671757,0.496643
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,rba,2,85,0.999259,0.703574
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,rba,3,85,1.333894,0.928536
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,rba,4,85,1.546972,1.075501
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarima,overall,340,1.368665,0.854512
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarima,1,85,0.603547,0.427641
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarima,2,85,1.051173,0.761197
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarima,3,85,1.614425,1.040382
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarima,4,85,1.848614,1.188829
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarimax,overall,340,1.434924,0.93293
